ProductID,CategoryID,ProductName,Price,Description,HowToUse,Dosage,Stock,MainImagePath,IsActive,WeightInGrams,ShortDescription,MRP
62,NULL,Fenugreek (Methi) (50 seeds),30,Fenugreek seeds for healthy winter greens with fast growth and high leaf yield.,Sow evenly in shallow soil and harvest leafy tops for repeated picking.,Keep soil moist but not wet and prevent overcrowding.,999,/Images/Products/methi.jpg,1,10,Fast-growing methi seeds for leafy harvest,40
63,NULL,Kohlrabi (Noolkol) (25 seeds),50,Kohlrabi seeds for crunchy bulbs and mild flavour in seasonal home gardens.,Sow in fertile soil and space plants for bulb formation.,Maintain steady moisture and harvest when bulbs are tender.,999,/Images/Products/kohlrabi.png,1,10,Crunchy kohlrabi seeds for cool-season gardening,60
64,NULL,Lettuce (Romaine) (50 seeds),50,Romaine lettuce seeds for crisp salad leaves and cool-season balcony gardening.,Sow shallowly and keep in a cool sunny place.,Avoid heat and harvest outer leaves gradually.,999,/Images/Products/lettuce romaine.png,0,10,Crisp lettuce seeds for fresh salad leaves,60
65,NULL,Mustard (Rai/Sarso) (50 seeds),30,Mustard seeds for a nutrient-rich green crop ideal for sarson ka saag and winter gardens.,Sow directly and harvest leaves young for best flavour.,Provide sun and keep soil moderately moist.,999,/Images/Products/mustard1.png,1,10,Fresh mustard seeds for winter leafy harvest,40
66,NULL,Radish Seeds (Red Long) (20 seeds),30,"Red long radish seeds for spicy, nutritious roots and quick winter harvests.",Sow directly and allow enough spacing for proper root development.,Harvest on time to avoid pithy roots.,999,/Images/Products/radish red long.jpg,0,10,Quick-growing radish seeds for crisp winter roots,40
67,NULL,Radish Seeds (Red Round) (20 seeds),30,"Round radish seeds for mild, crunchy winter roots suited to home gardens.",Sow directly in loose soil and thin seedlings after germination.,"Maintain even moisture for tender, juicy roots.",999,/Images/Products/radish red round.jpg,0,10,Quick-growing radish seeds for crisp winter roots,40
68,NULL,Radish Seeds (White Long) (20 seeds),20,"White long radish seeds for crisp, fast-growing roots in winter vegetable beds.",Sow directly and keep spacing for long straight roots.,Keep soil loose and harvest early for best crunch.,999,/Images/Products/radish white long.jpg,1,10,Quick-growing radish seeds for crisp winter roots,30
69,NULL,Red Capsicum (10 seeds),30,Red capsicum seeds for colourful sweet bell peppers and productive container gardening.,"Sow in trays, transplant after seedlings are ready, and support plants as they grow.",Keep soil fertile and never allow the roots to dry out fully.,999,/Images/Products/Capsicum-Red.jpg,1,10,Colourful capsicum seeds for kitchen garden pots,40
70,NULL,Spinach (Palak Desi Kateri) (50 seeds),30,Spinach seeds for nutrient-dense leafy greens and quick home harvests in cooler weather.,Sow in rows and harvest young leaves regularly for repeated picking.,Keep soil moist and use partial shade in warmer winter days.,999,/Images/Products/spinach desi kateri.png,1,10,Nutrient-rich spinach seeds for winter harvest,50
71,NULL,Sweet Pepper (California Wonder) (30 seeds),50,"Sweet pepper seeds for colourful, sweet bell peppers in pots and kitchen gardens.","Raise seedlings first, then transplant to a sunny support area.",Water regularly and avoid stress during flowering.,999,/Images/Products/capsicumcalifornianwonder.jpg,0,10,Sweet pepper seeds for colourful home harvest,60
72,NULL,Swiss Chard (Red Ruby) (25 seeds),50,"Swiss Chard Red Ruby seeds give colourful stems, leafy greens, and continuous harvests.","Sow directly or start in trays, then thin for healthy growth.",Harvest outer leaves first and keep soil moist.,999,/Images/Products/swisschardredruby.jpg,1,10,Colourful leafy greens for continuous harvest,60
73,NULL,Tomato (50 seeds),30,"Tomato seeds for juicy, high-yield fruits in cooler weather and terrace gardens.","Raise seedlings first, then transplant into full sun with support stakes.",Water at the base and avoid wetting leaves repeatedly.,999,/Images/Products/tomato.jpg,1,10,Tomato seeds for cooler weather,40
74,NULL,Yellow Capsicum (10 seeds),30,Yellow capsicum seeds for colourful sweet bell peppers and productive container gardening.,"Sow in trays, transplant after seedlings are ready, and support plants as they grow.",Keep soil fertile and never allow the roots to dry out fully.,999,/Images/Products/capsicum yellow.jpg,1,10,Colourful capsicum seeds for kitchen garden pots,50
75,NULL,Amaranthus Tricolour (1 seed packet BIOCARVE),45,"Amaranthus Tricolour is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Amaranthus Tricolour.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
76,NULL,Balsam Tom Thumb Mixed (1 seed packet BIOCARVE),45,"Balsam Tom Thumb Mixed is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Balsam Tom Thumb Mixed.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
77,NULL,Cosmos Bright Light (1 seed packet BIOCARVE),45,"Cosmos Bright Light is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Cosmos Bright Light.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
78,NULL,Cosmos Sensation Mixed (1 seed packet BIOCARVE),45,"Cosmos Sensation Mixed is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Cosmos Sensation Mixed.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
79,NULL,Gaillardia aristata Mix (1 seed packet BIOCARVE),45,"Gaillardia aristata Mix is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Gaillardia aristata Mix.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
80,NULL,Gomphrena Choice Mixed (1 seed packet BIOCARVE),45,"Gomphrena Choice Mixed is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Gomphrena Choice Mixed.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
81,NULL,Gomphrena Strawberry Fields (1 seed packet BIOCARVE),45,"Gomphrena Strawberry Fields is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Gomphrena Strawberry Fields.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
82,NULL,Marigold African F2 White (1 seed packet BIOCARVE),45,"Marigold African F2 White is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Marigold African F2 White.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
83,NULL,Marigold African F2 Yellow (1 seed packet BIOCARVE),45,"Marigold African F2 Yellow is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Marigold African F2 Yellow.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
84,NULL,Marigold African Hawaii Orange (1 seed packet BIOCARVE),45,"Marigold African Hawaii Orange is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Marigold African Hawaii Orange.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
85,NULL,Marigold French Patula nana Orange (1 seed packet BIOCARVE),45,"Marigold French Patula nana Orange is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Marigold French Patula nana Orange.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
86,NULL,Zinnia Elegans Canary Bird Yellow (1 seed packet BIOCARVE),45,"Zinnia Elegans Canary Bird Yellow is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Zinnia Elegans Canary Bird Yellow.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
87,NULL,Zinnia Elegans Dahlia Flowered Mixed (1 seed packet BIOCARVE),45,"Zinnia Elegans Dahlia Flowered Mixed is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Zinnia Elegans Dahlia Flowered Mixed.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
88,NULL,Zinnia Elegans Illumination Deep Rose (1 seed packet BIOCARVE),45,"Zinnia Elegans Illumination Deep Rose is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Zinnia Elegans Illumination Deep Rose.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
89,NULL,Zinnia Elegans Liliput Mix (1 seed packet BIOCARVE),45,"Zinnia Elegans Liliput Mix is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Zinnia Elegans Liliput Mix.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
90,NULL,Zinnia Elegans Royal Purple (1 seed packet BIOCARVE),45,"Zinnia Elegans Royal Purple is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Zinnia Elegans Royal Purple.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
91,NULL,Zinnia Elegans Scarlet Flame (1 seed packet BIOCARVE),45,"Zinnia Elegans Scarlet Flame is a vibrant flowering seed packet for balconies, terraces, and home gardens, offering long blooming colour and easy seasonal growing.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Zinnia Elegans Scarlet Flame.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
92,NULL,Hollyhocks Double Dwarf mix (1 seed packet BIOCARVE),45,"Hollyhocks Double Dwarf mix is a decorative flowering seed packet for seasonal balcony and terrace gardening with attractive blooms.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in well-prepared soil, keep the medium lightly moist, and transplant if required once seedlings are strong.",Provide good sunlight and avoid waterlogging. Support tall flowering stems if needed.,999,/Images/Products/hollyhocks double dwarf.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
93,NULL,Hollyhocks Summer Carnival (1 seed packet BIOCARVE),45,"Hollyhocks Summer Carnival is a decorative flowering seed packet for seasonal balcony and terrace gardening with attractive blooms.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in well-prepared soil, keep the medium lightly moist, and transplant if required once seedlings are strong.",Provide good sunlight and avoid waterlogging. Support tall flowering stems if needed.,999,/Images/Products/hollyhocks Summer carnival mix.jpg,1,20,Colourful flower seeds for balcony and terrace gardens,65
94,NULL,Aparajita white (10 seeds),20,Fast-growing Aparajita white seeds for full blooming flowers and attractive home garden colour.,Sow in fertile soil and provide support if grown as a climber.,Keep in sunlight and water moderately.,999,,0,10,Colourful flower seeds for balcony and terrace gardens,30
95,NULL,Aparajita pink (10 seeds),20,Fast-growing Aparajita white seeds for full blooming flowers and attractive home garden colour.,Sow in fertile soil and provide support if grown as a climber.,Keep in sunlight and water moderately.,999,/Images/Products/aparajita pink.jpg,1,10,Colourful flower seeds for balcony and terrace gardens,30
96,NULL,Italian Basil (Large Leaf) (30 seeds),50,Italian Basil large leaf seeds for aromatic herbs and popular kitchen garden use.,Sow on the surface or in shallow rows and keep lightly moist.,Pinch tips to encourage bushy growth and avoid water stress.,999,/Images/Products/italian basil.jpg,1,10,Aromatic basil seeds for kitchen garden herbs,60
97,NULL,Purple Basil (30 seeds),20,"Purple Basil seeds for attractive, aromatic herb plants and home culinary gardening.","Sow shallowly and keep in warm, bright conditions.",Harvest regularly and protect from extreme heat or cold.,999,/Images/Products/purple-basil.jpg,1,10,Aromatic basil seeds for kitchen garden herbs,30
98,NULL,Sunflower (10 seeds),20,Tall sunflower seeds for cheerful blooms that attract pollinators to garden spaces.,Sow directly in sunny soil with enough spacing for tall plants.,Water regularly at the base and avoid crowding.,999,/Images/Products/sunflower.jpg,1,10,Colourful flower seeds for balcony and terrace gardens,30
99,NULL,Sunflower (25 seeds),50,Tall sunflower seeds for cheerful blooms that attract pollinators to garden spaces.,Sow directly in sunny soil with enough spacing for tall plants.,Water regularly at the base and avoid crowding.,999,/Images/Products/sunflower.jpg,1,10,Colourful flower seeds for balcony and terrace gardens,60
100,NULL,Zucchini (1 seed packet BIOCARVE),40,"Zucchini seeds for fast-growing vegetable plants that perform well in pots and home gardens.    Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.",Sow directly or transplant seedlings into fertile soil with full sun.,Water consistently and harvest tender fruits early.,999,/Images/Products/zucchini biocarve.jpg,1,20,Fast-growing zucchini seeds for pots and gardens,65
101,NULL,9x9 inch Plant Grow Bag (Round) (1 piece),40,"A durable UV-stabilized grow bag for terrace gardening, balcony gardening, and home nursery use. Ideal for growing vegetables, herbs, and flowering plants in limited space.","Fill with potting mix, make drainage holes if needed, and place in a sunny spot for best plant growth. Note that color may vary compared to image shown, based on HDPE material",Wash and dry between uses. Store folded in a dry place away from sharp objects.,999,/Images/Products/9bc06984_9x9inch grow bag.png,1,55,UV-stabilized grow bag for terrace and balcony gardening,50
102,NULL,Humic/Fulvic Acid (500 ml),179,"Humic/Fulvic acid - Natural plant growth booster.  100% water soluble    Natural plant growth enhancer. It improves soil fertility, boosts root growth, and helps plants absorb nutrients more effectively - leading to healthier, more productive crops.    .. Key Benefits:  .. Improves root development & nutrient absorption  .. Enhances soil structure & water retention  .. Stimulates beneficial microbes in soil  .. Increases yield and crop quality naturally    .. Form: Liquid (Ready to use after dilution)  .. Suitable for all crops, vegetables, fruits & garden plants.    Shake well before use.","Dilute 3-5 ml of humic fulvic liquid in 1 litre of water. Spray on plant leaves or apply directly to the soil in the evening for best absorption. Use every 10-15 days. For best results, alternate with seaweed extract liquid.",Store in a cool and shaded place away from direct sunlight. Shake well before use. Do not exceed recommended dosage. Avoid spraying during hot afternoon hours. Keep bottle tightly closed after use.,999,/Images/Products/50217074_humic acid.png,1,560,Natural plant growth booster for garden plants,249
104,NULL,Humic/Fulvic Acid (1 litre),249,"Humic/Fulvic acid - Natural plant growth booster.  100% water soluble    Natural plant growth enhancer. It improves soil fertility, boosts root growth, and helps plants absorb nutrients more effectively - leading to healthier, more productive crops.    .. Key Benefits:  .. Improves root development & nutrient absorption  .. Enhances soil structure & water retention  .. Stimulates beneficial microbes in soil  .. Increases yield and crop quality naturally    .. Form: Liquid (Ready to use after dilution)  .. Suitable for all crops, vegetables, fruits & garden plants.    Shake well before use.","Dilute 3-5 ml of humic fulvic liquid in 1 litre of water. Spray on plant leaves or apply directly to the soil in the evening for best absorption. Use every 10-15 days. For best results, alternate with seaweed extract liquid.",Store in a cool and shaded place away from direct sunlight. Shake well before use. Do not exceed recommended dosage. Avoid spraying during hot afternoon hours. Keep bottle tightly closed after use.,999,/Images/Products/5fa7ee7f_humic acid.png,1,1050,Natural plant growth booster for terrace garden plants in India,349
105,NULL,Bitter Gourd (Karela) (1 seed packet BIOCARVE),40,"Fast-growing bitter gourd seeds for large, cooling vegetables in the home kitchen garden.",Sow in fertile soil and support vines with a trellis or fence.,Keep soil moist and mulch around the plant to retain water.,999,/Images/Products/bitter gourd long biocarve.jpg,1,20,Fast-growing bitter gourd seeds for home harvest,65
106,NULL,Vermicompost (25 kg),360,"Vermicompost is a natural soil conditioner that improves soil fertility, water retention, flowering, and fruiting for home, balcony, and terrace gardens.",Use a handful per 12-inch pot in the soil mix every 10-15 days.,"Store in a cool, moist place. Avoid exposure to rain and direct sun.",999,/Images/Products/3c6fd3_vermi.jpg,1,25500,Natural compost for richer soil and healthy plants,400
107,NULL,Vermicompost (50 kg),650,"Vermicompost is a natural soil conditioner that improves soil fertility, water retention, flowering, and fruiting for home, balcony, and terrace gardens.",Use a handful per 12-inch pot in the soil mix every 10-15 days.,"Store in a cool, moist place. Avoid exposure to rain and direct sun.",999,/Images/Products/3c6fd3_vermi.jpg,1,50500,Natural compost for richer soil and healthy plants,700
108,NULL,Petunia star mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/petunia NC star mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
109,NULL,Pansy Swiss Giant Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/pansy Swiss giant mixed.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
110,NULL,Calendula Dwarf Fiesta Gitana Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/calendula double fiesta gitana mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
111,NULL,Aster Duchess Formula Mix (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/aster duchess formula mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
112,NULL,Antirrhinum Semi Tall Mix (Dog flower) (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/antihrininum dog flower.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
113,NULL,Dahlia Figaro Type Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/,0,15,Colourful flower seeds for balcony and terrace gardens,80
114,NULL,Dianthus Baby Doll Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/dianthus baby doll mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
115,NULL,Phlox Dwarf Beauty Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/phlox beauty mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
116,NULL,Verbena Ideal Florist Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/verbena ideal florist mixed.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
117,NULL,Gazania Sunshine Hybrid Mix (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/gazania sunshine hybrids mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
118,NULL,Poppy Iceland Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/Iceland poppy mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
119,NULL,Coreopsis Mayfield Beauty (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/coreopsis Mayfield beauty stars.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
120,NULL,Daisy - Bellis monstrosa Dbl Mix (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/bellis monstrosa double mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
121,NULL,Dahlia Top Star Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/dahlia top stars beauty mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
122,NULL,Dahlia Unwins Hybrids Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/dahlia unwins hybrid.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
123,NULL,Dimorophotheca white (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/dimorphotica white.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
124,NULL,Acroclinium Roseum Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/acroclinium roseum mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
125,NULL,Nasturtium Variegated Mixed (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/nasturtium mix.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
126,NULL,Rudbeckia Rustic Dwarf Mixed (Black eyed susan) (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/rudbeckia rustic dwarf.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
127,NULL,French marigold scarlet red (1 seed packet BIOCARVE),45,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination","Provide sunshine, avoid overwatering, and deadhead flowers regularly for longer blooming.",999,/Images/Products/French marigold scarlet red.jpg.jpeg,1,15,Colourful flower seeds for balcony and terrace gardens,80
128,NULL,Baby corn (1 seed packet BIOCARVE),40,"Premium BIOCARVE trusted brand seeds - high germination, vibrant blooms, ideal for terrace and balcony gardening.","Sow in seed trays or directly in prepared soil, keep moist until germination",Provide sun and keep soil moderately moist.,999,/Images/Products/baby corn.jpg.jpeg,1,15,Seeds for kitchen gardening,65
